"Date","Price","Open","High","Low","Vol.","Change %"
"12/12/2000","415.18","421.92","423.75","412.66","282.73M","-1.49%"
"12/11/2000","421.47","432.16","432.16","419.52","459.93M","-2.39%"
"12/08/2000","431.81","436.12","438.59","429.75","240.27M","-0.88%"
"12/07/2000","435.64","432.79","435.64","430.77","685.96M","0.44%"
"12/06/2000","433.72","433.93","435.29","431.76","401.74M","0.53%"
"12/05/2000","431.44","429.66","431.44","428.43","467.91M","0.36%"
"12/04/2000","429.90","427.59","431.14","427.59","340.19M","0.55%"
"12/01/2000","427.55","428.27","428.59","426.05","300.09M","-0.39%"
"11/30/2000","429.21","425.30","429.21","424.23","367.15M","0.92%"
"11/29/2000","425.30","426.36","426.36","422.18","180.03M","-0.38%"
"11/28/2000","426.94","430.04","430.04","424.48","204.32M","-1.00%"
"11/27/2000","431.24","434.30","435.59","428.10","233.70M","-0.68%"
"11/24/2000","434.21","433.49","436.12","431.83","315.91M","0.15%"
"11/23/2000","433.55","431.79","435.70","429.57","486.31M","0.43%"
"11/22/2000","431.70","425.40","434.08","425.40","532.35M","1.45%"
"11/21/2000","425.52","426.29","428.08","423.86","361.96M","-0.18%"
"11/20/2000","426.29","421.12","426.94","421.07","498.84M","1.22%"
"11/17/2000","421.14","417.04","421.14","417.04","321.46M","1.00%"
"11/16/2000","416.98","418.68","419.95","416.34","336.04M","-0.42%"
"11/15/2000","418.72","426.58","428.56","417.47","410.18M","-1.62%"
"11/14/2000","425.61","423.69","427.27","420.38","433.31M","0.46%"
"11/13/2000","423.66","426.84","426.84","421.79","288.86M","-0.78%"
"11/10/2000","426.97","421.58","426.97","420.33","290.52M","1.30%"
"11/09/2000","421.47","425.54","428.04","419.26","396.77M","-1.08%"
"11/08/2000","426.08","420.95","428.31","418.14","589.01M","1.20%"
"11/07/2000","421.03","415.41","421.03","415.41","390.54M","1.39%"
"11/06/2000","415.27","409.95","416.26","409.95","207.62M","1.33%"
"11/03/2000","409.83","409.10","410.17","406.91","180.42M","0.46%"
"11/02/2000","407.96","409.35","409.35","405.57","238.87M","-0.34%"
"11/01/2000","409.36","406.89","411.25","406.89","351.50M","0.99%"
"10/31/2000","405.35","403.63","405.35","399.07","433.81M","0.30%"
"10/30/2000","404.12","411.79","411.79","401.69","404.32M","-1.87%"
"10/27/2000","411.84","414.16","414.40","409.90","439.95M","-0.56%"
"10/26/2000","414.16","418.20","418.20","411.77","179.37M","-1.07%"
"10/24/2000","418.64","417.08","419.79","416.47","214.77M","0.29%"
"10/23/2000","417.45","420.82","424.00","415.72","274.70M","-0.69%"
"10/20/2000","420.33","427.00","430.86","419.00","508.27M","-0.57%"
"10/19/2000","422.73","416.98","422.73","413.64","553.18M","1.39%"
"10/18/2000","416.95","418.03","420.87","416.11","685.82M","-0.12%"
"10/17/2000","417.44","412.13","420.66","412.13","1.01B","1.38%"
"10/16/2000","411.75","408.75","415.11","408.75","1.50B","0.87%"
"10/13/2000","408.20","406.07","408.20","400.57","338.01M","-0.05%"
"10/12/2000","408.42","411.97","414.27","408.02","492.17M","-0.95%"
"10/11/2000","412.33","412.18","413.92","409.25","361.49M","-0.14%"
"10/10/2000","412.92","415.22","415.22","410.19","338.70M","-0.59%"
"10/09/2000","415.36","420.52","420.52","413.24","310.26M","-1.57%"
"10/06/2000","422.00","423.92","424.11","421.02","465.24M","-0.45%"
"10/05/2000","423.90","418.87","425.85","418.78","579.25M","1.21%"
"10/04/2000","418.83","427.64","427.64","415.77","540.41M","-2.08%"
"10/03/2000","427.71","432.26","432.50","425.38","458.97M","-1.05%"
"10/02/2000","432.24","421.16","432.24","421.07","348.67M","2.59%"
"09/29/2000","421.34","417.33","423.69","417.33","465.16M","1.40%"
"09/28/2000","415.52","410.13","415.52","407.71","507.23M","1.31%"
"09/27/2000","410.13","411.82","411.82","406.80","196.27M","-0.42%"
"09/26/2000","411.85","410.55","411.85","408.42","231.42M","0.23%"
"09/25/2000","410.90","407.23","415.14","407.23","305.51M","0.98%"
"09/22/2000","406.92","417.40","417.40","405.20","495.88M","-2.58%"
"09/21/2000","417.68","419.12","420.15","415.25","384.67M","-0.40%"
"09/20/2000","419.35","425.37","428.45","418.55","774.12M","-1.36%"
"09/19/2000","425.13","409.32","425.13","408.22","812.87M","3.43%"
"09/18/2000","411.03","440.92","440.92","408.58","686.08M","-7.03%"
"09/13/2000","442.09","449.73","449.73","441.65","378.32M","-1.99%"
"09/12/2000","451.05","462.35","462.35","449.18","487.73M","-2.48%"
"09/11/2000","462.54","470.95","470.95","461.91","331.65M","-1.78%"
"09/08/2000","470.93","472.84","473.11","470.09","283.69M","-0.35%"
"09/07/2000","472.60","475.35","475.35","468.89","408.67M","-0.62%"
"09/06/2000","475.55","478.50","478.94","474.74","504.01M","-0.60%"
"09/05/2000","478.42","475.38","478.42","473.52","441.81M","0.64%"
"09/04/2000","475.36","470.76","475.78","470.76","542.98M","1.05%"
"09/01/2000","470.42","466.38","474.77","466.38","630.39M","0.87%"
"08/31/2000","466.38","469.07","470.33","462.52","782.73M","-0.57%"
"08/30/2000","469.06","470.80","470.80","459.64","561.12M","-0.38%"
"08/29/2000","470.84","481.44","481.44","469.75","680.49M","-2.25%"
"08/28/2000","481.67","486.97","489.06","480.70","650.57M","-1.08%"
"08/25/2000","486.91","482.65","486.91","482.65","515.90M","0.88%"
"08/24/2000","482.65","501.54","501.54","480.42","610.29M","-4.12%"
"08/23/2000","503.40","500.24","503.40","499.55","610.30M","0.66%"
"08/22/2000","500.10","497.29","502.58","497.29","660.15M","0.54%"
"08/21/2000","497.39","494.16","499.68","492.75","664.89M","0.65%"
"08/18/2000","494.19","496.40","496.40","492.81","297.10M","-0.45%"
"08/16/2000","496.40","501.56","501.56","495.16","706.19M","-1.03%"
"08/15/2000","501.58","504.16","505.05","500.62","667.17M","-0.49%"
"08/14/2000","504.07","506.39","510.16","502.17","701.75M","-0.34%"
"08/11/2000","505.79","490.70","505.79","490.07","669.66M","3.51%"
"08/10/2000","488.62","483.72","490.92","483.72","968.03M","1.09%"
"08/09/2000","483.35","485.07","486.31","482.19","422.11M","-0.36%"
"08/08/2000","485.08","490.52","491.51","483.05","349.85M","-1.11%"
"08/07/2000","490.54","494.18","494.32","489.32","287.56M","-0.73%"
"08/04/2000","494.16","491.97","494.93","491.97","333.35M","0.44%"
"08/03/2000","491.99","490.48","495.63","490.48","511.67M","0.32%"
"08/02/2000","490.44","489.81","491.24","487.20","443.86M","0.16%"
"08/01/2000","489.68","492.19","496.73","487.92","290.77M","-0.51%"
"07/31/2000","492.19","498.71","498.71","489.35","224.06M","-1.33%"
"07/28/2000","498.80","499.38","500.62","497.75","308.25M","-0.08%"
"07/27/2000","499.18","496.51","499.18","494.84","265.27M","0.50%"
"07/26/2000","496.69","499.64","499.64","494.66","176.31M","-0.60%"
"07/25/2000","499.68","506.90","506.90","498.98","338.24M","-1.43%"
"07/24/2000","506.94","508.87","512.27","506.00","669.78M","-0.36%"
"07/21/2000","508.79","513.93","514.36","508.06","436.65M","-0.90%"
"07/20/2000","513.39","513.82","517.88","509.86","479.68M","-0.08%"
"07/19/2000","513.78","507.09","513.78","507.09","422.31M","1.33%"
"07/18/2000","507.05","506.87","507.05","504.63","188.73M","0.05%"
"07/17/2000","506.80","504.21","508.60","504.21","192.30M","0.53%"
"07/14/2000","504.11","505.95","507.43","502.14","434.45M","-0.36%"
"07/13/2000","505.92","511.09","511.83","504.51","719.05M","-0.99%"
"07/12/2000","510.99","512.61","514.58","509.94","703.80M","-0.32%"
"07/11/2000","512.62","509.02","512.62","508.70","352.45M","0.82%"
"07/10/2000","508.47","508.35","511.14","505.31","414.66M","0.07%"
"07/07/2000","508.11","513.43","513.89","505.14","366.12M","-1.04%"
"07/06/2000","513.43","512.40","516.63","511.66","398.67M","0.19%"
"07/05/2000","512.47","508.43","516.50","505.59","662.45M","0.63%"
"07/04/2000","509.26","503.47","509.38","493.70","363.13M","1.07%"
"07/03/2000","503.86","514.66","514.66","496.45","422.61M","-2.18%"
"06/30/2000","515.11","512.17","515.11","507.57","246.44M","0.49%"
"06/29/2000","512.60","510.24","513.27","508.69","527.95M","0.49%"
"06/28/2000","510.12","502.11","510.12","501.20","500.91M","1.61%"
"06/27/2000","502.05","507.87","512.32","499.46","321.13M","-1.07%"
"06/26/2000","507.50","503.35","514.83","503.35","634.43M","0.87%"
"06/23/2000","503.14","501.98","503.14","495.17","398.41M","0.27%"
"06/22/2000","501.81","494.32","504.41","492.52","571.60M","1.48%"
"06/21/2000","494.49","490.03","494.49","484.67","396.31M","0.89%"
"06/20/2000","490.12","490.92","492.73","484.01","601.21M","-0.12%"
"06/19/2000","490.69","484.02","491.28","481.83","779.55M","1.38%"
"06/16/2000","484.02","475.90","484.02","475.70","336.51M","1.70%"
"06/14/2000","475.93","468.38","475.93","466.10","234.52M","1.62%"
"06/13/2000","468.36","476.03","476.03","465.86","227.00M","-1.61%"
"06/12/2000","476.03","478.63","484.39","473.47","325.97M","-0.40%"
"06/09/2000","477.93","478.79","484.27","472.22","528.41M","-0.06%"
"06/08/2000","478.21","460.74","478.21","459.96","647.86M","4.08%"
"06/07/2000","459.46","451.90","459.46","445.52","268.92M","1.48%"
"06/06/2000","452.76","453.14","453.14","444.92","206.67M","-0.26%"
"06/05/2000","453.94","446.04","454.70","446.04","272.78M","2.14%"
"06/02/2000","444.45","454.99","459.14","440.46","488.81M","-2.17%"
"05/31/2000","454.33","469.41","474.32","452.80","768.81M","-3.07%"
"05/30/2000","468.71","461.11","468.71","441.64","537.87M","1.59%"
"05/29/2000","461.39","481.18","481.18","457.98","498.68M","-4.29%"
"05/26/2000","482.07","489.72","489.72","474.63","494.27M","-1.75%"
"05/25/2000","490.68","493.71","497.91","487.71","249.94M","-0.51%"
"05/24/2000","493.20","495.20","495.20","487.82","225.42M","-0.47%"
"05/23/2000","495.51","499.50","499.97","493.00","285.71M","-0.85%"
"05/22/2000","499.77","507.82","507.82","496.80","245.24M","-1.89%"
"05/19/2000","509.40","514.92","515.34","506.16","228.74M","-1.06%"
"05/17/2000","514.85","497.82","514.85","497.82","343.48M","3.42%"
"05/16/2000","497.82","515.87","516.31","495.20","367.85M","-3.60%"
"05/15/2000","516.43","526.59","526.59","512.78","180.51M","-1.98%"
"05/12/2000","526.88","529.40","532.31","517.43","224.04M","-0.44%"
"05/11/2000","529.20","546.73","546.73","527.43","250.23M","-3.47%"
"05/10/2000","548.24","547.67","548.24","544.04","194.56M","0.10%"
"05/09/2000","547.67","550.62","550.77","537.89","192.98M","-0.48%"
"05/08/2000","550.33","545.39","553.85","545.39","266.54M","0.87%"
"05/05/2000","545.61","539.05","545.61","539.05","244.87M","1.23%"
"05/04/2000","538.97","535.31","539.77","533.13","274.07M","0.68%"
"05/03/2000","535.31","531.27","539.81","529.11","290.17M","0.76%"
"05/02/2000","531.25","524.55","531.25","523.88","297.82M","1.27%"
"05/01/2000","524.61","526.83","526.87","521.51","131.83M","-0.40%"
"04/28/2000","526.74","521.64","526.74","517.97","265.16M","0.98%"
"04/27/2000","521.62","523.66","523.66","519.18","196.27M","-0.47%"
"04/26/2000","524.08","518.87","524.26","510.07","342.51M","0.97%"
"04/25/2000","519.04","529.73","529.73","515.62","290.85M","-2.22%"
"04/24/2000","530.85","526.08","530.85","524.44","169.35M","0.85%"
"04/20/2000","526.40","526.30","526.40","519.21","220.10M","0.02%"
"04/19/2000","526.30","528.21","530.96","524.81","419.48M","-0.37%"
"04/18/2000","528.26","530.06","536.62","525.77","396.17M","-0.19%"
"04/17/2000","529.26","554.08","554.08","524.35","865.86M","-4.94%"
"04/14/2000","556.79","565.09","565.29","553.54","303.00M","-1.47%"
"04/13/2000","565.11","564.74","565.84","562.27","271.80M","0.07%"
"04/12/2000","564.74","569.90","570.02","561.10","215.08M","-0.88%"
"04/11/2000","569.74","569.67","569.74","561.83","264.56M","0.02%"
"04/10/2000","569.62","571.08","571.42","566.64","171.36M","-0.21%"
"04/07/2000","570.82","564.63","570.82","564.63","223.83M","1.18%"
"04/05/2000","564.18","570.87","570.87","556.60","277.08M","-1.18%"
"04/03/2000","570.90","583.55","583.57","566.52","289.73M","-2.12%"
"03/30/2000","583.28","591.68","593.40","581.83","668.87M","-1.42%"
"03/29/2000","591.68","588.43","591.68","586.54","675.72M","0.50%"
"03/28/2000","588.73","585.27","588.73","582.22","377.99M","0.60%"
"03/27/2000","585.24","581.84","585.24","579.68","262.85M","0.65%"
"03/24/2000","581.47","586.61","589.03","578.06","490.35M","-0.77%"
"03/23/2000","586.01","586.87","593.20","582.68","433.93M","-0.15%"
"03/22/2000","586.87","579.58","586.87","579.58","387.59M","1.36%"
"03/21/2000","578.97","584.79","585.01","575.40","246.74M","-1.01%"
"03/20/2000","584.88","590.71","590.71","581.33","248.32M","-1.01%"
"03/17/2000","590.85","588.32","598.41","587.58","397.45M","0.68%"
"03/15/2000","586.87","585.62","587.66","579.63","325.71M","0.16%"
"03/14/2000","585.92","587.85","590.18","580.85","218.73M","-0.28%"
"03/13/2000","587.58","596.18","599.82","583.58","451.19M","-1.44%"
"03/10/2000","596.18","587.09","598.04","587.09","603.46M","1.88%"
"03/09/2000","585.18","570.52","589.82","570.52","721.58M","2.65%"
"03/08/2000","570.05","562.18","571.11","552.00","510.55M","1.30%"
"03/07/2000","562.76","565.95","565.95","555.45","528.84M","-0.70%"
"03/06/2000","566.71","549.45","571.57","549.45","646.92M","3.31%"
"03/03/2000","548.55","547.33","548.55","528.20","441.84M","0.37%"
"03/02/2000","546.53","565.48","565.48","543.28","422.62M","-3.35%"
"03/01/2000","565.48","577.79","581.93","561.71","517.52M","-1.92%"
"02/28/2000","576.54","568.17","579.49","567.15","344.08M","1.41%"
"02/25/2000","568.55","573.78","575.66","565.35","322.57M","-0.86%"
"02/24/2000","573.49","584.69","587.28","570.98","361.44M","-1.87%"
"02/23/2000","584.43","583.55","591.79","580.84","391.20M","0.17%"
"02/22/2000","583.42","593.05","596.11","580.52","372.88M","-1.61%"
"02/21/2000","592.99","599.57","599.57","589.77","397.04M","-1.10%"
"02/18/2000","599.57","600.06","604.58","577.96","498.78M","-0.10%"
"02/17/2000","600.17","621.32","623.70","595.12","638.86M","-3.49%"
"02/16/2000","621.90","637.28","637.28","618.90","658.49M","-2.35%"
"02/15/2000","636.89","634.67","641.61","634.67","673.02M","0.50%"
"02/14/2000","633.72","634.62","638.09","632.10","886.98M","-0.21%"
"02/11/2000","635.08","639.05","640.93","630.65","1.25B","-0.65%"
"02/10/2000","639.25","631.41","642.14","630.02","2.27B","1.08%"
"02/09/2000","632.45","631.43","632.45","626.09","896.51M","0.40%"
"02/08/2000","629.90","637.96","639.75","627.20","426.74M","-1.03%"
"02/07/2000","636.43","635.34","641.17","631.98","517.37M","0.23%"
"02/04/2000","635.00","614.31","635.00","614.31","609.79M","3.37%"
"02/03/2000","614.31","603.05","615.01","600.16","424.07M","1.78%"
"02/02/2000","603.58","617.10","621.72","601.46","557.72M","-2.15%"
"02/01/2000","616.86","636.76","638.38","613.53","516.46M","-3.07%"
"01/31/2000","636.37","634.50","636.37","626.30","628.73M","0.27%"
"01/28/2000","634.67","645.30","646.28","633.27","1.17B","-1.55%"
"01/27/2000","644.65","643.63","650.07","633.81","947.00M","0.20%"
"01/26/2000","643.38","649.67","656.72","640.24","1.32B","-1.00%"
"01/25/2000","649.86","656.17","656.17","645.47","1.08B","-1.04%"
"01/24/2000","656.72","664.69","668.98","653.55","1.08B","-1.20%"
"01/21/2000","664.69","670.28","670.90","662.93","919.73M","-0.81%"
"01/20/2000","670.15","656.41","673.91","656.41","1.30B","2.16%"
"01/19/2000","656.00","685.92","685.92","652.04","1.67B","-4.33%"
"01/18/2000","685.72","703.80","704.35","681.49","910.66M","-2.52%"
"01/17/2000","703.48","691.60","707.47","691.60","1.22B","1.82%"
"01/14/2000","690.89","691.81","694.09","683.70","2.43B","-0.10%"
"01/13/2000","691.61","690.79","699.67","688.40","2.38B","0.21%"
"01/12/2000","690.16","696.29","698.14","686.71","1.47B","-0.84%"
"01/11/2000","696.00","691.92","704.54","691.92","1.78B","1.09%"
"01/06/2000","688.52","681.30","691.89","681.30","760.45M","1.54%"
"01/05/2000","678.09","694.86","694.86","674.34","868.50M","-3.16%"
"01/04/2000","700.22","677.47","704.03","677.47","1.11B","3.44%"
"12/30/1999","676.92","675.13","678.79","673.95","401.40M","0.30%"
"12/29/1999","674.88","677.53","678.85","672.13","739.77M","-0.35%"
"12/28/1999","677.22","682.81","684.68","673.55","1.07B","-0.61%"
"12/27/1999","681.38","666.88","693.53","666.88","1.70B","2.29%"
"12/23/1999","666.13","662.95","666.13","660.51","959.68M","0.77%"
"12/22/1999","661.05","657.19","662.91","657.19","1.50B","0.63%"
"12/21/1999","656.89","646.08","656.89","645.37","839.03M","1.68%"
"12/20/1999","646.06","637.90","646.06","633.62","267.61M","1.13%"
"12/17/1999","638.82","646.39","646.39","636.29","262.54M","-1.19%"
"12/16/1999","646.51","652.52","653.81","643.37","478.66M","-0.90%"
"12/15/1999","652.38","650.32","656.77","649.08","963.94M","0.62%"
"12/14/1999","648.39","631.01","648.39","630.68","832.27M","2.83%"
"12/13/1999","630.55","634.43","639.70","626.63","246.19M","-0.52%"
"12/10/1999","633.84","632.96","639.82","631.04","408.27M","0.36%"
"12/09/1999","631.55","620.96","631.55","620.42","432.53M","1.70%"
"12/08/1999","620.98","621.11","621.30","617.14","286.64M","-0.11%"
"12/07/1999","621.65","624.39","631.48","618.75","401.65M","-0.44%"
"12/06/1999","624.39","615.10","626.53","615.07","445.24M","1.78%"
"12/03/1999","613.49","598.71","613.49","594.91","408.22M","2.52%"
"12/02/1999","598.41","598.98","602.61","594.57","420.71M","0.15%"
"12/01/1999","597.54","583.23","597.54","583.23","381.80M","2.35%"
"11/30/1999","583.80","582.96","583.80","571.14","293.67M","0.17%"
"11/29/1999","582.82","596.35","596.95","579.43","461.45M","-2.27%"
"11/26/1999","596.36","588.43","599.63","588.09","385.40M","1.31%"
"11/25/1999","588.66","599.72","599.72","582.29","549.92M","-1.84%"
"11/24/1999","599.72","617.27","617.27","595.62","511.66M","-3.03%"
"11/23/1999","618.45","630.17","630.36","614.16","495.64M","-1.86%"
"11/22/1999","630.17","633.35","634.84","624.96","724.90M","-0.50%"
"11/19/1999","633.31","636.68","642.20","629.67","501.41M","-0.52%"
"11/18/1999","636.62","639.26","642.05","634.35","542.25M","-0.76%"
"11/17/1999","641.48","642.15","643.54","638.23","437.99M","-0.04%"
"11/16/1999","641.73","635.90","641.73","635.81","427.19M","0.93%"
"11/15/1999","635.80","635.19","642.50","633.98","312.42M","0.09%"
"11/12/1999","635.23","638.73","640.16","630.13","428.90M","-0.51%"
"11/11/1999","638.49","638.45","647.51","636.66","946.56M","-0.07%"
"11/10/1999","638.91","637.86","642.77","635.08","872.08M","0.01%"
"11/09/1999","638.82","628.21","638.82","628.21","720.92M","1.67%"
"11/08/1999","628.31","626.01","630.86","625.96","619.60M","0.36%"
"11/05/1999","626.04","619.09","626.67","615.99","655.16M","1.22%"
"11/04/1999","618.51","602.92","619.07","602.92","870.88M","2.47%"
"11/03/1999","603.59","594.40","604.63","594.40","767.03M","1.55%"
"11/02/1999","594.40","595.08","596.41","591.63","434.95M","-0.11%"
"11/01/1999","595.08","594.70","600.53","592.34","416.40M","0.20%"
"10/29/1999","593.87","580.24","593.87","580.24","374.11M","2.76%"
"10/28/1999","577.93","576.52","581.47","572.47","329.20M","0.24%"
"10/27/1999","576.52","594.00","594.00","574.35","509.54M","-2.98%"
"10/26/1999","594.25","598.39","612.52","589.91","1.02B","-0.47%"
"10/25/1999","597.07","604.18","611.00","592.21","897.58M","-1.18%"
"10/22/1999","604.18","628.35","641.21","600.25","2.00B","-2.00%"
"10/21/1999","616.49","584.11","624.93","584.11","2.28B","5.49%"
"10/20/1999","584.42","584.21","644.07","569.38","4.03B","0.13%"
"10/19/1999","583.65","553.94","585.98","553.94","1.21B","5.50%"
"10/18/1999","553.21","567.84","567.84","550.22","202.89M","-2.59%"
"10/15/1999","567.92","567.78","568.23","559.82","223.90M","0.02%"
"10/14/1999","567.78","571.71","572.00","564.98","198.08M","-0.73%"
"10/13/1999","571.95","570.92","571.96","556.48","377.19M","0.10%"
"10/12/1999","571.38","583.80","583.80","566.09","302.82M","-2.17%"
"10/11/1999","584.06","587.86","587.86","581.89","545.63M","-0.71%"
"10/08/1999","588.24","584.83","588.24","576.87","423.31M","0.49%"
"10/07/1999","585.35","589.21","597.91","581.79","723.68M","-0.58%"
"10/06/1999","588.75","566.65","592.82","566.42","1.53B","3.97%"
"10/05/1999","566.25","555.37","566.25","555.32","508.84M","1.97%"
"10/04/1999","555.30","570.78","580.10","552.15","798.62M","-1.90%"
"10/01/1999","566.04","548.34","569.72","548.34","784.96M","3.30%"
"09/30/1999","547.94","526.30","547.94","526.30","470.55M","4.08%"
"09/29/1999","526.47","529.22","529.22","523.72","249.77M","-0.52%"
"09/28/1999","529.22","515.62","529.22","515.62","228.41M","2.75%"
"09/27/1999","515.07","518.90","523.83","512.13","272.81M","-0.48%"
"09/24/1999","517.54","526.17","526.17","505.72","987.38M","-2.01%"
"09/23/1999","528.17","545.45","545.45","525.23","267.64M","-3.17%"
"09/22/1999","545.45","547.04","547.69","542.36","157.36M","-0.33%"
"09/21/1999","547.26","543.33","547.73","542.69","230.44M","0.72%"
"09/20/1999","543.33","546.67","548.12","541.34","173.67M","-0.67%"
"09/17/1999","547.02","548.12","549.61","543.94","181.57M","-0.32%"
"09/16/1999","548.76","548.13","549.06","539.01","197.41M","0.03%"
"09/15/1999","548.61","562.06","562.06","544.66","230.98M","-2.39%"
"09/14/1999","562.06","569.16","569.16","559.80","289.37M","-1.33%"
"09/13/1999","569.65","565.30","576.88","565.30","605.05M","1.22%"
"09/10/1999","562.78","542.07","562.78","542.07","738.97M","4.60%"
"09/09/1999","538.01","519.02","538.01","503.60","470.98M","3.34%"
"09/08/1999","520.62","544.48","544.50","514.86","300.52M","-4.53%"
"09/07/1999","545.35","540.26","547.49","528.07","417.82M","0.91%"
"09/06/1999","540.43","565.23","567.96","538.80","259.46M","-4.38%"
"09/03/1999","565.20","571.20","571.20","559.74","221.03M","-1.04%"
"09/02/1999","571.12","571.17","571.87","567.63","272.00M","-0.12%"
"09/01/1999","571.78","567.03","574.37","566.73","399.11M","0.84%"
"08/31/1999","567.03","566.52","568.78","558.86","621.64M","0.06%"
"08/30/1999","566.67","572.41","573.94","563.65","903.48M","-1.05%"
"08/27/1999","572.67","579.72","579.72","569.48","347.87M","-1.52%"
"08/26/1999","581.51","585.66","585.83","577.62","161.77M","-0.64%"
"08/25/1999","585.26","586.15","588.11","581.29","253.29M","-0.17%"
"08/24/1999","586.24","585.84","596.46","582.98","311.18M","0.25%"
"08/23/1999","584.80","576.17","584.80","576.17","221.32M","1.50%"
"08/20/1999","576.17","583.11","583.11","573.65","360.87M","-0.96%"
"08/19/1999","581.75","561.45","581.75","560.02","760.02M","3.63%"
"08/18/1999","561.37","559.88","561.37","554.13","427.18M","0.16%"
"08/16/1999","560.48","558.27","568.98","558.27","561.83M","0.50%"
"08/13/1999","557.71","565.23","567.62","554.11","336.40M","-1.33%"
"08/12/1999","565.22","554.26","565.81","554.26","453.92M","1.98%"
"08/11/1999","554.26","576.11","576.19","550.40","835.19M","-3.83%"
"08/10/1999","576.34","593.80","593.80","561.46","1.02B","-2.99%"
"08/09/1999","594.11","607.46","607.66","589.00","661.39M","-2.26%"
"08/06/1999","607.84","606.27","613.39","601.47","458.00M","0.26%"
"08/05/1999","606.27","614.09","614.09","601.32","558.08M","-1.32%"
"08/04/1999","614.39","620.97","622.69","610.20","606.14M","-0.74%"
"08/03/1999","618.99","596.61","618.99","596.61","492.35M","3.77%"
"08/02/1999","596.51","598.16","604.12","590.84","394.51M","-0.23%"
"07/30/1999","597.87","617.31","617.31","596.08","661.15M","-3.01%"
"07/29/1999","616.43","599.37","620.71","599.37","966.21M","2.87%"
"07/28/1999","599.26","575.68","599.26","575.68","683.23M","4.54%"
"07/27/1999","573.22","592.72","592.72","567.42","454.40M","-3.29%"
"07/26/1999","592.72","625.61","625.61","585.02","715.26M","-5.29%"
"07/23/1999","625.83","642.52","642.52","621.91","729.25M","-2.62%"
"07/22/1999","642.65","641.07","646.17","640.29","365.55M","0.24%"
"07/21/1999","641.11","649.58","649.58","636.42","1.15B","-1.35%"
"07/20/1999","649.86","658.27","659.34","647.26","525.44M","-1.28%"
"07/19/1999","658.27","662.43","668.04","653.34","589.78M","-0.62%"
"07/16/1999","662.37","660.62","664.79","657.68","716.05M","0.28%"
"07/15/1999","660.54","664.88","666.99","659.18","640.06M","-0.65%"
"07/14/1999","664.88","656.19","665.32","652.26","528.67M","1.32%"
"07/13/1999","656.19","663.20","664.52","654.85","459.24M","-1.05%"
"07/12/1999","663.12","656.65","670.09","656.65","679.87M","0.99%"
"07/09/1999","656.64","660.25","663.26","653.52","382.53M","-0.55%"
"07/08/1999","660.25","665.41","667.52","656.70","370.09M","-0.83%"
"07/07/1999","665.77","681.55","690.27","663.46","643.19M","-2.32%"
"07/06/1999","681.59","665.37","685.10","661.97","1.07B","2.47%"
"07/05/1999","665.14","670.28","678.49","652.12","1.24B","-0.81%"
"07/02/1999","670.54","672.88","677.39","664.52","1.01B","-0.37%"
"07/01/1999","673.04","667.83","679.63","665.16","1.15B","1.66%"
"06/30/1999","662.02","681.09","690.14","658.75","2.00B","-2.72%"
"06/29/1999","680.56","672.21","686.39","672.21","1.41B","1.25%"
"06/28/1999","672.13","672.94","683.11","668.04","1.45B","-0.15%"
"06/25/1999","673.15","682.41","682.41","669.28","1.19B","-1.32%"
"06/24/1999","682.12","701.01","704.66","679.91","2.22B","-2.65%"
"06/23/1999","700.67","710.90","711.10","691.76","1.55B","-1.41%"
"06/22/1999","710.68","716.85","720.05","706.82","1.53B","-0.81%"
"06/21/1999","716.46","707.90","718.08","707.90","2.17B","1.21%"
"06/18/1999","707.88","681.32","707.88","681.32","1.15B","3.94%"
"06/17/1999","681.04","662.11","683.56","662.11","977.93M","2.90%"
"06/16/1999","661.85","669.98","677.80","660.44","881.07M","-1.24%"
"06/15/1999","670.16","680.33","687.97","670.16","1.19B","-1.37%"
"06/14/1999","679.45","669.31","689.72","669.31","1.78B","1.67%"
"06/11/1999","668.28","662.21","673.09","653.78","1.27B","0.56%"
"06/10/1999","664.57","678.28","678.28","655.36","1.11B","-2.12%"
"06/09/1999","678.97","686.78","689.66","676.29","1.27B","-1.16%"
"06/08/1999","686.95","612.86","700.82","612.86","2.03B","12.18%"
"06/04/1999","612.38","588.08","613.14","588.08","1.63B","4.22%"
"06/03/1999","587.57","574.21","587.57","567.96","977.49M","2.31%"
"06/02/1999","574.32","583.47","584.38","571.63","549.36M","-1.53%"
"06/01/1999","583.26","585.34","586.86","578.87","645.77M","-0.34%"
"05/31/1999","585.24","583.53","593.33","581.79","572.31M","0.27%"
"05/28/1999","583.65","602.92","602.92","581.21","599.44M","-3.23%"
"05/27/1999","603.12","606.09","613.27","601.94","922.99M","-0.44%"
"05/26/1999","605.79","619.89","620.21","604.73","1.03B","-2.27%"
"05/25/1999","619.88","613.36","626.09","613.21","1.42B","1.02%"
"05/24/1999","613.64","591.69","615.92","591.30","942.02M","3.71%"
"05/21/1999","591.66","594.12","595.35","589.59","676.24M","-0.40%"
"05/20/1999","594.05","593.50","608.27","588.34","887.00M","0.08%"
"05/19/1999","593.60","577.92","593.60","576.02","674.51M","2.72%"
"05/18/1999","577.89","590.56","591.38","576.23","471.86M","-2.19%"
"05/17/1999","590.80","591.69","592.27","583.25","822.77M","-0.14%"
"05/14/1999","591.63","576.71","598.21","576.71","947.64M","2.62%"
