"Date","Price","Open","High","Low","Vol.","Change %"
"10/02/2007","2,464.94","2,425.76","2,464.94","2,418.32","4.95B","2.73%"
"10/01/2007","2,399.46","2,366.61","2,399.46","2,366.61","4.06B","1.71%"
"09/28/2007","2,359.21","2,380.32","2,385.24","2,355.03","3.80B","-0.82%"
"09/27/2007","2,378.83","2,377.93","2,381.08","2,369.44","5.02B","0.75%"
"09/26/2007","2,361.01","2,336.74","2,361.01","2,335.57","4.67B","1.32%"
"09/25/2007","2,330.36","2,341.11","2,348.54","2,323.37","5.52B","-0.99%"
"09/24/2007","2,353.63","2,336.23","2,353.63","2,325.33","7.17B","0.78%"
"09/21/2007","2,335.49","2,296.45","2,335.49","2,295.87","5.50B","1.34%"
"09/20/2007","2,304.63","2,321.01","2,331.04","2,303.83","4.67B","-0.38%"
"09/19/2007","2,313.34","2,293.95","2,313.34","2,275.97","7.52B","3.28%"
"09/18/2007","2,239.86","2,217.22","2,239.86","2,217.22","3.56B","0.75%"
"09/17/2007","2,223.22","2,230.40","2,236.12","2,209.80","4.52B","-0.11%"
"09/14/2007","2,225.61","2,234.27","2,234.27","2,220.08","4.68B","0.13%"
"09/13/2007","2,222.75","2,212.68","2,222.75","2,199.61","3.56B","0.58%"
"09/12/2007","2,209.93","2,223.44","2,227.41","2,194.26","3.78B","-0.07%"
"09/11/2007","2,211.41","2,211.10","2,220.90","2,204.97","3.59B","0.08%"
"09/10/2007","2,209.64","2,202.00","2,210.96","2,195.15","3.05B","-1.35%"
"09/07/2007","2,239.90","2,229.62","2,243.20","2,228.70","4.71B","0.86%"
"09/06/2007","2,220.78","2,197.06","2,220.78","2,195.04","4.13B","0.28%"
"09/05/2007","2,214.62","2,228.34","2,230.67","2,193.36","3.83B","-0.02%"
"09/04/2007","2,215.12","2,211.99","2,226.99","2,202.19","3.00B","0.07%"
"09/03/2007","2,213.57","2,194.43","2,214.41","2,192.79","2.86B","0.88%"
"08/31/2007","2,194.34","2,157.12","2,194.34","2,151.13","4.07B","2.03%"
"08/30/2007","2,150.72","2,164.82","2,172.29","2,145.29","3.01B","0.74%"
"08/29/2007","2,134.88","2,085.84","2,134.88","2,085.84","3.71B","-1.15%"
"08/28/2007","2,159.61","2,167.15","2,177.38","2,148.05","459.01M","-0.72%"
"08/27/2007","2,175.35","2,174.80","2,180.53","2,162.76","597.78M","1.50%"
"08/24/2007","2,143.11","2,107.16","2,143.11","2,092.97","4.10B","1.20%"
"08/23/2007","2,117.66","2,117.86","2,139.31","2,104.42","905.65M","2.65%"
"08/22/2007","2,062.99","2,007.34","2,062.99","1,999.11","3.06B","3.51%"
"08/21/2007","1,993.01","2,041.18","2,063.24","1,987.45","3.53B","-2.38%"
"08/20/2007","2,041.58","2,008.31","2,042.72","1,999.73","4.18B","6.97%"
"08/16/2007","1,908.63","1,936.55","1,936.55","1,863.37","922.30M","-5.94%"
"08/15/2007","2,029.08","2,121.94","2,121.94","2,019.64","4.03B","-6.44%"
"08/14/2007","2,168.64","2,200.93","2,200.93","2,159.34","2.14B","-1.94%"
"08/13/2007","2,211.45","2,207.42","2,211.45","2,185.91","1.74B","0.18%"
"08/10/2007","2,207.40","2,157.64","2,207.40","2,155.92","2.91B","-1.52%"
"08/09/2007","2,241.40","2,296.22","2,298.60","2,233.58","3.49B","-0.94%"
"08/08/2007","2,262.64","2,199.46","2,263.50","2,199.46","3.86B","4.07%"
"08/07/2007","2,174.07","2,217.03","2,223.03","2,166.81","2.95B","-0.69%"
"08/06/2007","2,189.11","2,210.48","2,210.48","2,161.93","3.45B","-3.55%"
"08/03/2007","2,269.79","2,292.21","2,294.73","2,259.10","135.61M","-0.05%"
"08/02/2007","2,270.85","2,288.89","2,296.30","2,224.49","64.88M","0.64%"
"08/01/2007","2,256.31","2,318.70","2,322.80","2,242.28","1.69B","-3.93%"
"07/31/2007","2,348.67","2,328.31","2,348.67","2,323.18","3.82B","2.05%"
"07/30/2007","2,301.55","2,291.79","2,306.89","2,268.67","523.57M","0.14%"
"07/27/2007","2,298.41","2,301.36","2,329.47","2,281.86","2.26B","-2.83%"
"07/26/2007","2,365.26","2,399.71","2,405.96","2,354.73","1.47B","-1.22%"
"07/25/2007","2,394.57","2,376.09","2,395.80","2,375.78","723.70M","-0.27%"
"07/24/2007","2,401.14","2,385.52","2,401.14","2,373.95","800.59M","0.88%"
"07/23/2007","2,380.21","2,344.19","2,380.21","2,344.12","1.52B","0.58%"
"07/20/2007","2,366.40","2,346.62","2,366.40","2,337.49","205.91M","1.40%"
"07/19/2007","2,333.68","2,291.39","2,333.68","2,290.88","581.36M","1.70%"
"07/18/2007","2,294.59","2,296.64","2,296.64","2,285.07","2.85B","-0.29%"
"07/17/2007","2,301.34","2,283.04","2,301.34","2,282.35","3.19B","0.66%"
"07/16/2007","2,286.22","2,308.05","2,313.66","2,277.96","2.92B","-0.67%"
"07/13/2007","2,301.60","2,319.03","2,319.90","2,293.34","4.25B","0.73%"
"07/12/2007","2,284.92","2,285.06","2,298.37","2,278.60","85.71M","0.51%"
"07/11/2007","2,273.42","2,256.29","2,276.70","2,252.40","2.25B","-0.39%"
"07/10/2007","2,282.38","2,281.90","2,285.03","2,267.74","469.86M","0.49%"
"07/09/2007","2,271.34","2,235.52","2,272.72","2,235.52","225.81M","1.99%"
"07/06/2007","2,227.05","2,219.89","2,227.05","2,215.84","114.28M","0.28%"
"07/05/2007","2,220.93","2,199.60","2,220.93","2,199.60","320.05M","1.13%"
"07/04/2007","2,196.11","2,191.14","2,197.05","2,184.10","3.16B","0.32%"
"07/03/2007","2,189.12","2,168.50","2,191.98","2,168.50","3.33B","0.98%"
"07/02/2007","2,167.82","2,140.62","2,167.82","2,140.62","2.61B","1.33%"
"06/29/2007","2,139.28","2,118.08","2,139.58","2,109.87","2.06B","1.25%"
"06/28/2007","2,112.85","2,131.45","2,133.20","2,088.49","2.56B","-0.59%"
"06/27/2007","2,125.34","2,146.76","2,146.76","2,107.31","3.01B","-1.31%"
"06/26/2007","2,153.54","2,153.02","2,167.45","2,143.80","3.66B","0.06%"
"06/25/2007","2,152.20","2,144.12","2,152.20","2,138.96","3.01B","-0.01%"
"06/22/2007","2,152.32","2,155.63","2,156.97","2,135.67","3.86B","0.00%"
"06/21/2007","2,152.34","2,149.99","2,162.31","2,141.20","300.14M","-0.40%"
"06/20/2007","2,161.07","2,140.01","2,161.07","2,140.01","1.23B","0.88%"
"06/19/2007","2,142.19","2,116.77","2,142.19","2,116.77","685.79M","0.74%"
"06/18/2007","2,126.49","2,135.61","2,137.45","2,113.52","595.19M","0.28%"
"06/15/2007","2,120.64","2,122.70","2,122.89","2,108.25","3.89B","0.58%"
"06/14/2007","2,108.41","2,107.73","2,113.39","2,096.84","3.23B","0.95%"
"06/13/2007","2,088.60","2,087.48","2,091.59","2,080.08","3.50B","-0.95%"
"06/12/2007","2,108.58","2,089.10","2,112.17","2,089.10","3.80B","1.18%"
"06/11/2007","2,084.03","2,071.29","2,084.03","2,068.10","3.18B","1.44%"
"06/08/2007","2,054.45","2,057.32","2,067.52","2,045.58","4.16B","-1.88%"
"06/07/2007","2,093.81","2,084.35","2,105.60","2,082.36","10.50M","-0.41%"
"06/06/2007","2,102.44","2,086.40","2,112.51","2,085.05","1.65B","0.45%"
"06/05/2007","2,093.11","2,111.23","2,117.56","2,084.17","3.92B","-0.88%"
"06/04/2007","2,111.75","2,100.68","2,113.36","2,094.53","3.41B","1.32%"
"05/31/2007","2,084.32","2,076.75","2,084.32","2,068.64","3.77B","1.41%"
"05/30/2007","2,055.40","2,054.41","2,065.50","2,043.30","2.34B","-0.16%"
"05/29/2007","2,058.74","2,076.44","2,079.02","2,052.31","1.63B","-0.87%"
"05/28/2007","2,076.76","2,073.50","2,080.86","2,061.14","907.81M","0.79%"
"05/25/2007","2,060.43","2,051.50","2,060.43","2,043.96","1.20B","-0.87%"
"05/24/2007","2,078.61","2,094.88","2,098.47","2,073.23","2.28B","-1.22%"
"05/23/2007","2,104.25","2,083.22","2,111.83","2,083.22","1.19B","1.23%"
"05/22/2007","2,078.75","2,071.46","2,078.75","2,065.78","990.68M","0.36%"
"05/21/2007","2,071.27","2,071.47","2,071.65","2,055.89","3.64B","0.36%"
"05/16/2007","2,063.76","2,037.38","2,063.76","2,034.10","3.99B","1.27%"
"05/15/2007","2,037.78","2,048.23","2,049.63","2,030.70","3.65B","-0.31%"
"05/14/2007","2,044.21","2,046.68","2,048.80","2,031.16","1.83B","1.08%"
"05/11/2007","2,022.30","2,016.70","2,028.47","2,012.82","3.70B","-1.21%"
"05/10/2007","2,047.03","2,044.43","2,049.53","2,035.45","3.55B","0.44%"
"05/09/2007","2,037.98","2,015.13","2,039.57","2,011.20","3.28B","0.75%"
"05/08/2007","2,022.79","2,033.40","2,033.54","2,014.55","3.80B","-0.70%"
"05/07/2007","2,037.04","2,040.76","2,042.10","2,027.98","4.28B","0.18%"
"05/04/2007","2,033.37","2,037.79","2,042.47","2,024.54","1.16B","0.38%"
"05/03/2007","2,025.64","2,020.16","2,030.84","2,018.94","1.26B","0.85%"
"05/02/2007","2,008.56","2,011.42","2,016.03","1,987.88","2.83B","0.37%"
"05/01/2007","2,001.18","1,995.17","2,007.26","1,990.63","3.79B","0.10%"
"04/30/2007","1,999.17","2,016.97","2,021.01","1,993.55","1.84B","-1.02%"
"04/27/2007","2,019.68","2,010.66","2,019.68","2,002.11","274.82M","0.18%"
"04/26/2007","2,016.03","1,999.19","2,018.21","1,996.66","1.10B","1.48%"
"04/25/2007","1,986.67","1,975.17","1,986.69","1,972.01","4.08B","0.26%"
"04/24/2007","1,981.57","1,982.08","1,992.86","1,976.58","407.00M","-0.26%"
"04/23/2007","1,986.73","1,986.50","1,993.82","1,978.35","4.21B","0.91%"
"04/20/2007","1,968.73","1,941.49","1,968.73","1,935.84","2.93B","2.63%"
"04/19/2007","1,918.35","1,948.44","1,951.54","1,912.73","3.11B","-2.11%"
"04/18/2007","1,959.68","1,970.13","1,974.33","1,956.23","3.72B","-0.29%"
"04/17/2007","1,965.44","1,973.11","1,975.20","1,958.01","3.16B","0.08%"
"04/16/2007","1,963.82","1,954.49","1,963.89","1,951.43","2.64B","1.17%"
"04/13/2007","1,941.15","1,936.87","1,944.47","1,934.12","2.59B","0.56%"
"04/12/2007","1,930.40","1,911.76","1,933.29","1,911.14","2.74B","-0.03%"
"04/11/2007","1,931.04","1,931.70","1,939.77","1,919.69","2.52B","0.29%"
"04/10/2007","1,925.47","1,914.85","1,926.54","1,910.51","1.85B","0.61%"
"04/09/2007","1,913.73","1,909.05","1,914.89","1,904.07","1.60B","0.96%"
"04/05/2007","1,895.61","1,925.37","1,926.65","1,889.10","1.89B","-1.38%"
"04/04/2007","1,922.05","1,924.29","1,930.27","1,915.72","3.74B","1.45%"
"04/03/2007","1,894.58","1,859.11","1,894.58","1,859.11","2.64B","2.44%"
"04/02/2007","1,849.38","1,837.18","1,852.97","1,837.18","1.63B","1.01%"
"03/30/2007","1,830.92","1,830.22","1,833.41","1,823.66","1.83B","0.73%"
"03/29/2007","1,817.72","1,787.46","1,817.72","1,787.19","2.54B","0.96%"
"03/28/2007","1,800.39","1,811.20","1,811.20","1,794.11","1.90B","-1.06%"
"03/27/2007","1,819.66","1,819.28","1,824.96","1,812.47","1.81B","0.33%"
"03/26/2007","1,813.72","1,805.59","1,813.72","1,803.98","1.59B","0.43%"
"03/23/2007","1,805.96","1,813.43","1,813.43","1,801.11","1.65B","-0.17%"
"03/22/2007","1,809.07","1,794.86","1,809.07","1,790.27","2.40B","1.68%"
"03/21/2007","1,779.24","1,775.69","1,781.24","1,768.02","2.40B","0.22%"
"03/20/2007","1,775.42","1,790.94","1,792.22","1,768.90","2.18B","-0.14%"
"03/16/2007","1,777.89","1,776.32","1,786.94","1,771.70","1.61B","0.09%"
"03/15/2007","1,776.36","1,778.21","1,785.72","1,771.03","1.59B","0.80%"
"03/14/2007","1,762.28","1,757.15","1,776.62","1,757.08","1.84B","-1.95%"
"03/13/2007","1,797.40","1,798.55","1,798.62","1,786.54","2.04B","0.16%"
"03/12/2007","1,794.52","1,770.57","1,794.52","1,770.57","2.13B","1.70%"
"03/09/2007","1,764.58","1,782.05","1,784.05","1,759.82","1.88B","-0.39%"
"03/08/2007","1,771.56","1,747.29","1,774.15","1,747.29","2.27B","1.63%"
"03/07/2007","1,743.19","1,745.66","1,755.30","1,737.88","2.83B","0.62%"
"03/06/2007","1,732.44","1,714.82","1,733.99","1,706.97","2.61B","1.98%"
"03/05/2007","1,698.82","1,728.24","1,739.83","1,692.22","2.55B","-3.48%"
"03/02/2007","1,760.02","1,752.72","1,765.11","1,752.05","1.72B","0.03%"
"03/01/2007","1,759.49","1,752.11","1,774.49","1,750.63","3.12B","1.06%"
"02/28/2007","1,740.97","1,672.23","1,740.97","1,664.20","3.32B","-1.31%"
"02/27/2007","1,764.01","1,788.68","1,794.17","1,760.98","3.04B","-1.12%"
"02/26/2007","1,783.95","1,790.48","1,790.89","1,774.36","2.06B","-0.42%"
"02/23/2007","1,791.55","1,807.26","1,807.26","1,784.89","1.88B","-0.93%"
"02/22/2007","1,808.44","1,819.37","1,824.99","1,802.38","3.83B","-0.45%"
"02/21/2007","1,816.57","1,813.61","1,817.90","1,806.54","4.20B","0.56%"
"02/20/2007","1,806.48","1,799.12","1,806.48","1,794.14","2.35B","0.40%"
"02/19/2007","1,799.29","1,798.46","1,804.47","1,794.69","998.42M","0.27%"
"02/16/2007","1,794.36","1,793.87","1,803.00","1,789.85","1.85B","0.22%"
"02/15/2007","1,790.40","1,774.55","1,790.40","1,774.55","2.79B","2.25%"
"02/14/2007","1,750.99","1,753.18","1,761.16","1,744.69","2.10B","1.37%"
"02/13/2007","1,727.36","1,734.21","1,742.29","1,721.78","1.46B","-0.41%"
"02/12/2007","1,734.46","1,727.10","1,745.55","1,722.76","1.90B","-0.34%"
"02/09/2007","1,740.32","1,742.90","1,744.35","1,732.27","2.69B","-0.63%"
"02/08/2007","1,751.32","1,759.15","1,759.24","1,740.40","3.15B","-0.77%"
"02/07/2007","1,764.91","1,758.72","1,773.05","1,753.19","2.30B","0.21%"
"02/06/2007","1,761.29","1,764.64","1,770.38","1,757.38","1.75B","-0.41%"
"02/05/2007","1,768.54","1,770.82","1,776.07","1,762.54","1.16B","-0.67%"
"02/02/2007","1,780.38","1,774.80","1,786.40","1,771.46","2.13B","0.51%"
"02/01/2007","1,771.33","1,765.87","1,772.21","1,754.12","3.33B","0.80%"
"01/31/2007","1,757.26","1,767.74","1,767.74","1,742.56","1.66B","-0.47%"
"01/30/2007","1,765.52","1,771.58","1,773.98","1,753.45","1.55B","0.03%"
"01/29/2007","1,764.99","1,756.05","1,771.12","1,756.05","1.50B","0.33%"
"01/26/2007","1,759.21","1,747.42","1,759.21","1,736.32","1.88B","-0.83%"
"01/25/2007","1,773.96","1,804.12","1,805.38","1,764.06","2.49B","-1.76%"
"01/24/2007","1,805.69","1,815.51","1,819.31","1,798.29","2.55B","-0.16%"
"01/23/2007","1,808.58","1,811.70","1,811.70","1,789.30","1.61B","-0.49%"
"01/22/2007","1,817.41","1,804.58","1,817.41","1,801.35","2.47B","1.22%"
"01/19/2007","1,795.56","1,775.49","1,795.56","1,768.66","2.48B","1.00%"
"01/18/2007","1,777.71","1,764.92","1,783.65","1,764.92","3.14B","1.09%"
"01/17/2007","1,758.48","1,755.16","1,761.42","1,753.27","2.37B","0.24%"
"01/16/2007","1,754.29","1,741.80","1,755.74","1,737.18","1.86B","1.38%"
"01/15/2007","1,730.47","1,694.16","1,730.47","1,694.16","1.98B","3.12%"
"01/12/2007","1,678.04","1,711.21","1,711.21","1,627.76","2.85B","-1.51%"
"01/11/2007","1,703.84","1,729.40","1,732.09","1,698.84","2.11B","-0.38%"
"01/10/2007","1,710.37","1,746.50","1,747.27","1,703.65","4.07B","-3.96%"
"01/09/2007","1,780.88","1,821.30","1,823.09","1,770.60","126.09M","-1.79%"
"01/08/2007","1,813.39","1,818.01","1,818.83","1,804.33","3.49B","-1.05%"
"01/05/2007","1,832.55","1,817.57","1,832.55","1,813.90","3.99B","0.46%"
"01/04/2007","1,824.10","1,839.56","1,843.35","1,820.82","3.47B","-0.58%"
"01/03/2007","1,834.71","1,832.07","1,837.08","1,829.60","153.13M","-0.10%"
"01/02/2007","1,836.52","1,813.45","1,836.52","1,813.45","2.36B","1.72%"
"12/28/2006","1,805.52","1,813.02","1,814.26","1,800.65","3.07B","0.13%"
"12/27/2006","1,803.26","1,788.64","1,803.26","1,788.64","1.83B","1.08%"
"12/26/2006","1,783.98","1,784.33","1,787.68","1,781.99","837.51M","-0.10%"
"12/22/2006","1,785.76","1,784.30","1,789.14","1,778.80","1.85B","-0.19%"
"12/21/2006","1,789.09","1,767.25","1,789.09","1,767.25","2.49B","1.26%"
"12/20/2006","1,766.80","1,763.89","1,773.99","1,762.66","2.48B","1.73%"
"12/19/2006","1,736.67","1,778.68","1,782.06","1,719.34","3.70B","-2.85%"
"12/18/2006","1,787.62","1,793.30","1,795.89","1,776.93","2.24B","-0.25%"
"12/15/2006","1,792.16","1,783.19","1,792.16","1,777.93","2.35B","1.38%"
"12/14/2006","1,767.80","1,756.57","1,767.80","1,751.32","2.40B","0.80%"
"12/13/2006","1,753.80","1,753.89","1,758.16","1,742.18","1.92B","-0.04%"
"12/12/2006","1,754.58","1,757.29","1,759.56","1,741.62","2.08B","-0.29%"
"12/11/2006","1,759.67","1,776.90","1,781.19","1,751.89","2.37B","-0.88%"
"12/08/2006","1,775.29","1,778.47","1,781.33","1,770.69","2.87B","-0.38%"
"12/07/2006","1,782.12","1,779.15","1,786.71","1,772.19","2.01B","-0.13%"
"12/06/2006","1,784.43","1,785.07","1,801.64","1,779.43","2.59B","0.43%"
"12/05/2006","1,776.76","1,740.96","1,776.76","1,740.96","2.63B","2.63%"
"12/04/2006","1,731.23","1,734.62","1,734.62","1,726.30","1.60B","-0.20%"
"12/01/2006","1,734.75","1,720.15","1,735.57","1,720.04","1.84B","0.92%"
"11/30/2006","1,718.96","1,725.94","1,737.42","1,715.25","2.35B","0.32%"
"11/29/2006","1,713.40","1,710.22","1,713.40","1,696.94","3.15B","1.32%"
"11/28/2006","1,691.08","1,710.99","1,716.22","1,690.17","1.65B","-2.19%"
"11/27/2006","1,728.93","1,722.62","1,738.41","1,716.48","1.71B","0.65%"
"11/24/2006","1,717.73","1,702.56","1,718.30","1,698.48","1.69B","0.80%"
"11/23/2006","1,704.13","1,708.95","1,709.05","1,696.65","2.26B","-0.08%"
"11/22/2006","1,705.44","1,686.65","1,705.44","1,686.65","2.17B","1.43%"
"11/21/2006","1,681.34","1,684.37","1,684.37","1,672.94","1.20B","-0.16%"
"11/20/2006","1,684.01","1,666.87","1,684.73","1,665.30","1.45B","0.71%"
"11/17/2006","1,672.11","1,669.01","1,678.79","1,666.40","1.98B","0.20%"
"11/16/2006","1,668.82","1,673.15","1,673.48","1,660.17","1.25B","-0.08%"
"11/15/2006","1,670.11","1,679.86","1,680.55","1,664.86","1.36B","-0.12%"
"11/14/2006","1,672.07","1,648.23","1,672.07","1,648.23","1.65B","2.00%"
"11/13/2006","1,639.27","1,659.40","1,659.40","1,636.55","1.17B","-1.54%"
"11/10/2006","1,664.84","1,661.55","1,673.12","1,655.29","1.16B","0.28%"
"11/09/2006","1,660.26","1,644.77","1,660.26","1,644.62","1.24B","0.86%"
"11/08/2006","1,646.07","1,652.31","1,655.18","1,642.08","1.37B","-0.49%"
"11/07/2006","1,654.15","1,657.57","1,664.42","1,644.32","2.07B","0.81%"
"11/06/2006","1,640.85","1,612.12","1,649.44","1,612.12","1.70B","1.73%"
"11/03/2006","1,612.92","1,607.81","1,617.00","1,606.57","1.27B","0.32%"
"11/02/2006","1,607.70","1,585.85","1,607.70","1,582.77","1.42B","1.12%"
"11/01/2006","1,589.87","1,582.70","1,589.92","1,576.43","1.04B","0.46%"
"10/31/2006","1,582.63","1,581.11","1,588.53","1,575.05","1.25B","0.15%"
"10/30/2006","1,580.19","1,570.03","1,583.10","1,568.74","1.00B","0.47%"
"10/20/2006","1,572.85","1,569.99","1,572.85","1,565.15","875.31M","0.27%"
"10/19/2006","1,568.60","1,567.50","1,572.96","1,564.99","962.29M","0.26%"
"10/18/2006","1,564.55","1,559.20","1,565.29","1,556.95","1.38B","-0.14%"
"10/17/2006","1,566.82","1,562.14","1,566.96","1,561.35","1.58B","0.32%"
"10/16/2006","1,561.79","1,578.07","1,579.51","1,555.55","1.46B","-0.66%"
"10/13/2006","1,572.20","1,555.59","1,572.98","1,555.59","1.33B","1.46%"
"10/12/2006","1,549.54","1,549.90","1,554.02","1,539.67","1.74B","-0.23%"
"10/11/2006","1,553.12","1,554.43","1,563.26","1,548.51","1.71B","-0.12%"
"10/10/2006","1,554.92","1,540.90","1,554.92","1,540.90","1.27B","0.75%"
"10/09/2006","1,543.42","1,549.28","1,551.14","1,534.05","1.31B","-0.40%"
"10/06/2006","1,549.63","1,547.54","1,560.23","1,547.17","1.32B","0.30%"
"10/05/2006","1,544.98","1,547.33","1,549.46","1,534.97","2.08B","0.51%"
"10/04/2006","1,537.09","1,535.04","1,537.62","1,515.46","1.51B","-0.04%"
"10/03/2006","1,537.71","1,521.56","1,537.71","1,520.91","1.56B","0.58%"
"10/02/2006","1,528.91","1,531.98","1,533.74","1,522.41","1.77B","-0.37%"
"09/29/2006","1,534.62","1,532.10","1,534.62","1,526.24","1.27B","0.05%"
"09/28/2006","1,533.80","1,526.04","1,533.80","1,520.81","1.27B","0.71%"
"09/27/2006","1,523.06","1,510.03","1,523.06","1,510.03","1.05B","1.53%"
"09/26/2006","1,500.11","1,509.70","1,510.42","1,492.77","955.69M","-0.44%"
"09/25/2006","1,506.76","1,503.60","1,506.76","1,496.01","999.18M","-0.27%"
"09/22/2006","1,510.83","1,500.51","1,515.41","1,500.51","1.38B","0.23%"
"09/21/2006","1,507.37","1,482.62","1,507.37","1,482.41","1.96B","1.90%"
"09/20/2006","1,479.31","1,471.39","1,483.89","1,471.39","932.29M","-0.41%"
"09/19/2006","1,485.35","1,473.22","1,487.23","1,473.22","1.10B","0.75%"
"09/18/2006","1,474.26","1,466.63","1,474.26","1,462.45","709.72M","0.58%"
"09/15/2006","1,465.70","1,457.59","1,465.70","1,455.34","627.74M","0.30%"
"09/14/2006","1,461.29","1,458.49","1,462.00","1,454.27","883.94M","0.70%"
"09/13/2006","1,451.08","1,446.26","1,457.30","1,443.49","1.11B","1.11%"
"09/12/2006","1,435.21","1,444.84","1,444.84","1,417.24","1.10B","-0.83%"
"09/11/2006","1,447.25","1,464.53","1,464.53","1,442.00","997.78M","-1.32%"
"09/08/2006","1,466.58","1,462.38","1,467.72","1,458.01","1.60B","-0.26%"
"09/07/2006","1,470.47","1,460.52","1,470.47","1,456.35","1.16B","-0.14%"
"09/06/2006","1,472.56","1,469.70","1,472.56","1,463.75","1.13B","0.29%"
"09/05/2006","1,468.24","1,473.02","1,473.02","1,461.70","1.39B","-0.09%"
"09/04/2006","1,469.56","1,455.43","1,469.56","1,449.70","1.31B","1.74%"
"09/01/2006","1,444.49","1,431.54","1,444.49","1,431.54","971.10M","0.92%"
"08/31/2006","1,431.26","1,431.90","1,432.97","1,424.21","1.26B","0.42%"
"08/30/2006","1,425.22","1,435.55","1,436.94","1,420.70","1.46B","-0.54%"
"08/29/2006","1,432.93","1,424.97","1,432.93","1,418.76","1.12B","1.05%"
"08/28/2006","1,418.00","1,418.44","1,429.57","1,414.87","1.41B","0.08%"
"08/25/2006","1,416.93","1,431.53","1,432.06","1,410.80","1.04B","-0.88%"
"08/24/2006","1,429.48","1,427.06","1,436.61","1,424.90","1.51B","-0.64%"
"08/23/2006","1,438.63","1,430.56","1,438.63","1,430.28","1.32B","0.25%"
"08/22/2006","1,435.03","1,438.29","1,441.46","1,425.19","912.74M","-0.19%"
"08/16/2006","1,437.77","1,437.73","1,441.96","1,429.23","1.48B","0.95%"
"08/15/2006","1,424.24","1,415.80","1,424.24","1,415.57","1.09B","0.64%"
"08/14/2006","1,415.22","1,407.22","1,415.22","1,399.59","764.18M","0.93%"
"08/11/2006","1,402.19","1,396.99","1,405.59","1,396.99","661.86M","1.25%"
"08/10/2006","1,384.86","1,410.94","1,419.22","1,384.00","1.40B","-2.00%"
"08/09/2006","1,413.10","1,393.75","1,413.79","1,392.10","1.18B","1.22%"
"08/08/2006","1,396.08","1,407.15","1,409.70","1,393.34","1.12B","-0.53%"
"08/07/2006","1,403.49","1,392.53","1,408.39","1,392.53","1.25B","1.02%"
"08/04/2006","1,389.35","1,381.30","1,391.11","1,381.30","1.10B","0.70%"
"08/03/2006","1,379.71","1,400.27","1,400.74","1,376.44","1.51B","-1.05%"
"08/02/2006","1,394.36","1,368.57","1,394.36","1,368.57","1.41B","1.65%"
"08/01/2006","1,371.69","1,352.74","1,372.21","1,351.01","1.16B","1.48%"
"07/31/2006","1,351.65","1,351.69","1,351.69","1,342.68","826.79M","1.06%"
"07/28/2006","1,337.41","1,334.83","1,337.41","1,332.43","734.80M","0.51%"
"07/27/2006","1,330.59","1,317.53","1,335.01","1,314.22","1.10B","1.35%"
"07/26/2006","1,312.83","1,308.42","1,316.01","1,307.28","687.64M","0.39%"
"07/25/2006","1,307.78","1,315.31","1,316.81","1,302.49","917.49M","0.36%"
"07/24/2006","1,303.15","1,303.43","1,303.43","1,295.44","455.38M","-0.87%"
"07/21/2006","1,314.58","1,302.71","1,314.91","1,302.71","649.04M","-0.08%"
"07/20/2006","1,315.59","1,307.29","1,315.59","1,300.72","845.41M","2.74%"
"07/19/2006","1,280.50","1,293.80","1,294.57","1,277.60","598.70M","-0.43%"
"07/18/2006","1,286.05","1,288.77","1,294.16","1,281.67","885.78M","0.16%"
"07/17/2006","1,283.95","1,290.44","1,292.19","1,279.67","727.70M","-1.51%"
"07/14/2006","1,303.59","1,303.72","1,317.02","1,298.16","717.74M","-2.28%"
"07/13/2006","1,334.03","1,343.40","1,349.87","1,330.01","1.14B","-0.88%"
"07/12/2006","1,345.87","1,348.16","1,355.18","1,341.52","501.15M","0.14%"
"07/11/2006","1,343.94","1,339.88","1,349.28","1,339.84","678.08M","0.31%"
"07/10/2006","1,339.83","1,338.61","1,351.29","1,335.72","629.49M","-0.60%"
"07/07/2006","1,347.90","1,347.21","1,350.72","1,340.91","1.12B","0.59%"
"07/06/2006","1,340.02","1,327.67","1,340.02","1,318.16","1.12B","0.13%"
"07/05/2006","1,338.32","1,334.24","1,345.64","1,333.36","852.98M","0.03%"
"07/04/2006","1,337.87","1,338.29","1,341.37","1,333.01","894.55M","0.76%"
"07/03/2006","1,327.76","1,310.58","1,327.76","1,308.85","923.50M","1.34%"
"06/30/2006","1,310.26","1,311.19","1,311.62","1,301.70","1.45B","2.79%"
"06/29/2006","1,274.74","1,276.02","1,279.12","1,271.39","722.86M","0.21%"
"06/28/2006","1,272.05","1,271.30","1,277.76","1,266.31","518.35M","-1.06%"
"06/27/2006","1,285.63","1,286.55","1,292.31","1,281.60","755.69M","0.14%"
"06/26/2006","1,283.85","1,289.06","1,290.16","1,276.43","486.77M","-0.49%"
"06/23/2006","1,290.16","1,285.14","1,290.16","1,283.23","416.96M","-1.02%"
"06/22/2006","1,303.45","1,313.68","1,313.68","1,298.46","711.87M","0.79%"
"06/21/2006","1,293.29","1,297.80","1,301.17","1,287.92","373.34M","-0.13%"
"06/20/2006","1,294.97","1,277.73","1,295.11","1,277.02","687.56M","-0.01%"
"06/19/2006","1,295.05","1,295.07","1,300.86","1,286.40","711.06M","-1.11%"
"06/16/2006","1,309.53","1,276.52","1,309.53","1,271.55","1.41B","5.47%"
"06/15/2006","1,241.65","1,255.95","1,259.69","1,236.43","969.06M","0.60%"
